article_id,title,comment_counter,comment_text
10825932,"With eyes on transportation, Premier Wynne takes a big risk",source1_10825932_7,I find it unbelievable that Andrea Horvath is playing cheap populist politics with this issue. I expect Hudak to do so.
28272457,Where is the PM when Quebec needs him?,source1_28272457_8,If it were six Muslims killed at the hands of White Fanatics Trudeau would have been the first person at the podium to condemn their actions. Then he would have gone to his favorite mosque to pray with the Imam. Just Not Ready
31213340,Entrapment verdict: Canada's anti-terror strategy found guilty,source1_31213340_6,"Good call by the judge, those cops acted for their own glory and because 'terrorism' is a guaranteed money pit for Over Time, banked time and special weapons, transportation etc. etc. War on drugs ring a bell?."
12468197,10 questions about Canada's Internet spying,source1_12468197_10,"So, is Canada collecting information on Americans?"
23545951,A piece of Asia's action or American traction?,source1_23545951_24,Why do I get the feeling that the Keystone XL pipeline is going to become associated with the negotiations on this issue?
15699505,What Wynne is running toward remains unclear,source1_15699505_1,I weep whenever I think of what this government has done to our once great province.
22644121,"Thumbs down to fingerprints, boss",source1_22644121_24,That's the great thing about choice. If you don't like something then you can choose to do something else.
19071121,A principled Ontario premier would end funding for Catholic schools,source1_19071121_151,"Well, McGuinty and Wynne had nine years or so - oh, wait a minute your talking principles."
24612732,"After Ramadi, Canada should question U.S. strategy to defeat IS",source1_24612732_16,Obama is just buying time so he can land this quagmire into the next president's lap. There is no other strategy.
24879482,"McLachlin's comments a disservice to her court, and to aboriginals",source1_24879482_41,Ms. Gagnon has brought some much-needed balance to the issue.
15359620,Red poppies do not glorify war,source1_15359620_21,I do not wear a poppy. I think and ponder the madness of man. Taking from the elderly
15684784,"The CBC: What's it good for, without hockey?",source1_15684784_23,The CBC is not much without hockey.
27500264,"PKP's gaffe: If Canada is divisible, why isn't Quebec?",source1_27500264_8,I suggest that the ROC hold a tribal council and vote Quebec off the island.
30090196,Does Justin Trudeau respect the office he holds?,source2_30090196_46,Justin Trudeau is a pretty fair boxer. Maybe he just need to challenge some of his opposition to charity matches so he can open up a can of wuppA$$ on them.
11973517,"Wright, Duffy: When the chief of staff becomes the story",source1_11973517_14,"There must have been a lot of sad faces on Bay Street when Stephen Harper hired Nigel Wright away from them. After all, it's not every CEO who will personally cover $90,000 worth of an employee's improper expenses."
19193195,"If logic prevailed, Stephen Harper would pass the torch",source1_19193195_105,"LOL. Larry still trying. After 873 straight columns with his buddy Jeffrey trying to convince everyone that Harper is bad, Liberal = good. Maybe this one will stick. But I doubt it."
15690258,How long will Ford's scandal keep the world laughing at Toronto?,source1_15690258_7,Since Ford and his supporters are devoid of shame it looks like Toronto will have to put up with the situation for some time to come.
11421700,"Through the G8, Canada can help Africa fight corruption",source1_11421700_5,We need to clean up our own corruption first.
22672289,Canada's bluster over Palestine's ICC bid betrays its principles,source1_22672289_30,Zionism is one of Stephen Harper's top -isms. Has been for decades. Sometimes I wonder if it's even greater for him than Canadianism is.
15439934,"Pipelines: Not whether, but how",source1_15439934_14,"For those keeping track, Emerson uses the word 'environment' or 'environmental' eight times in the course of his 'buy now, limited time offer!' sales pitch."
23577578,Canada in Iraq: Set clear goals with any new commitment,source1_23577578_11,"When I hear people prattle on about specific goals and uber plans for war, I am reminded of the consensus that emerged in August, 1914: the boys will be home by Christmas."
22964833,Our East-West lines are just artifices,source1_22964833_24,"'... leaders gathered this week in Minsk to negotiate, once again, an East-West line.'Do they teach them it a j-school? 'Start with a narrative, then squeeze in fact to fit.'"
6928550,"The ethics of pizza, prison and punishment",source1_6928550_1,Proof if proof was ever needed how small and insular this unfortunate little man really is.You have to wonder what he's got over Harper that he keeps him on.
15583538,"As Iran opens to the world, Canada is left behind",source1_15583538_25,Well said Mr. Mundy. It's a bunch of -isms that'll take the world down (one starts with letter Z).
27121252,What his cabinet show tells us about Trudeau's vision,source1_27121252_0,I like the smiles and chuckles and the easy confidence. The casual way everything just flows respectfully without everyone being afraid. Much better than Harper's staid cold distant unfriendly demeanour. .
32266670,The challenges ahead for Liberals' carbon plan,source1_32266670_8,"He may get this fiasco started but he;ll be back in the drama classroom by 2022. He can't see the forest for the trees, to implement this stupidity he first has to be re-elected."
9236840,Gary Mason: Will Christy Clark throw in the towel?,source1_9236840_6,"Google 'New Brunswick General Election 1987'. Even though Richard Hatfield was the Conservative leader at the time, what happened to him and his party is the same thing as what's about to happen to Krusty the Klown and the BC Liberals."
19184880,Hudak's downfall was abandoning traditional Ontario conservatism,source1_19184880_6,"Moderation, balance and humility: three things that are the EXACT opposite of what we've had with this federal government!"
27966698,Lifestyle trends: Hoping for a celebrity-free 2016? Dream on,source1_27966698_0,"Serious people do not share your jejune fixation on celebrities, Mr Caulfield. You need to grow out of such pointless enthusiasms."
30611053,"Banning Russian track team from Rio Games just the start, hopefully",source1_30611053_0,"Of course better. You might even get a few medals. With Russia, the chances would have been much lower."
